name,formula,adducts,mz,ccs
18:1 Diether PC,C44H88NO6P,[M+Na],780.6241122,291.73
20:0(2R-OH) Ceramide,C38H75NO4,[M+Na],632.5587994,269.2
2-16:0 Lyso PC,C24H50NO7P,[M+Na],518.3216924,234.63
"3b,7b-dihydroxy-5-cholestenoic acid",C27H44O4,[M+Na],455.3131628,213.1
"4E,8Z-Sphingadiene",C18H35NO2,[M+Na],320.2559854,187.9
6-keto-5a-hydroxycholesterol,C27H46O3,[M+Na],441.333897,236.7
ACe-1,C38H59N3O3,[M+Na],628.4448388,263
C18(2S-OH) Galactosyl(b) Ceramide,C42H81NO9,[M+Na],766.580322,288.77
Dioxolithocholic acid,C24H36O5,[M+Na],427.245481,206.8
D-ribo-Phytosphingosine,C18H39NO3,[M+Na],340.2821988,200.03
Glucosyl(a) Sphingosine (d18:1),C24H47NO7,[M+Na],484.3244556,227.2
"Tauro-b-muricholic acid, sodium salt",C26H45NO7S,[M+Na],538.2808784,216.8
w-Muricholic acid,C24H40O5,[M+Na],431.2767794,219.47
a-Muricholic acid,C24H40O5,[M+Na],431.2767794,214.77
06:0 Diether PC,C20H44NO6P,[M+Na],448.2798298,215
15:0 PC,C38H76NO8P,[M+Na],728.520047,283.2
18:0 azidoethyl PC,C45H89N4O8P,[M+Na],867.6309888,305.5
18:0-16:0 DG,C37H72O5,[M+Na],619.5271666,259.3
3-oxo-4-cholestenoic acid,C27H42O3,[M+Na],437.3025986,207.63
4ME 16:0 Diether DG,C43H88O3,[M+Na],675.6625302,275.63
N-02:0 Phytosphingosine,C20H41NO4,[M+Na],382.292763,206.63
12:0 Diether PC,C32H68NO6P,[M+Na],616.4676202,260.17
16:0-18:1 Diether PC,C42H86NO6P,[M+Na],754.608463,285.93
18:0(2S-OH) Ceramide,C36H71NO4,[M+Na],604.527501,259.63
18:0-16:0(16-azido) PC,C42H83N4O8P,[M+Na],825.5840412,294.9
C12 Lactosyl(§) Ceramide  (d18:1/12:0),C42H79NO13,[M+Na],828.5443328,291.43
Laurdan,C24H35NO,[M+Na],376.2610704,211.67
Lyso iGB3 (synthetic),C36H67NO17,[M+Na],808.4300976,271.4
Sphinganine (d20:0),C20H43NO2,[M+Na],352.3185822,200.97
Sphingosyl PE (d18:1),C20H43N2O5P,[M+Na],445.2801642,220.8
Sphingosyl PI (d18:1),C24H48NO10P,[M+Na],564.2907882,238.03
08:0 PS,C22H42NO10P,[M+Na],534.2438406,226.27
14:0 PC (DMPC),C36H72NO8P,[M+Na],700.4887486,277.5
16:0(2S-OH) Ceramide,C34H67NO4,[M+Na],576.4962026,253.37
16:0(alkyne)-18:1 PC,C42H78NO8P,[M+Na],778.5356962,285.03
18:1 (8-cis) PC,C44H84NO8P,[M+Na],808.5826438,293.9
20:4 PE,C45H74NO8P,[M+Na],810.5043978,284.73
3-deoxy sphingosine,C18H37NO,[M+Na],306.2767196,185.87
"3§,7?-dihydroxy-5-cholestenoic acid",C27H44O4,[M+Na],455.3131628,212.83
"7?,24S,27-trihydroxycholesterol",C27H46O4,[M+Na],457.328812,211.53
C4 Ceramide (d18:1/4:0),C22H43NO3,[M+Na],392.3134972,209.4
N-18:0 Phytosphingosine,C36H73NO4,[M+Na],606.5431502,263.5
N-C16-desoxymethylsphingosine,C33H65NO2,[M+Na],530.4907234,245.3
sphinganine-1-phosphate (d17:0),C17H38NO5P,[M+Na],390.2379672,207.1
§-D-glucosyl cholesterol,C33H56O6,[M+Na],571.396888,264.17
15-ketocholestene,C27H44O2,[M+Na],423.3233328,231.33
16:0 Lyso PI,C25H49O12P,[M+Na],595.2853688,235.9
18:1 Phosphatidylethanol,C41H77O8P,[M+Na],751.5247976,279.13
18:1 Phosphatidylmethanol,C40H75O8P,[M+Na],737.5091484,275.47
20:0(2S-OH) Ceramide,C38H75NO4,[M+Na],632.5587994,266.13
22:0 Lyso PC,C30H62NO7P,[M+Na],602.4155876,255.8
22:6 (Cis) PC,C52H80NO8P,[M+Na],900.5513454,299.47
"3§,7?,25-trihydroxy-5-cholestenoic acid",C27H44O5,[M+Na],471.3080778,214.67
3§-hydroxy-7-oxo-5-cholestenoic acid,C27H42O4,[M+Na],453.2975136,211.67
C6(6-azido) LacCer,C36H66N4O13,[M+Na],785.451835,273.9
Glycodehydrocholic acid,C26H37NO6,[M+Na],482.2512946,201.57
Sitoindoside II,C53H92O7,[M+Na],863.6734886,325.83
sphinganine (d17:0),C17H37NO2,[M+Na],310.2716346,192.1
"Tauro-?-muricholic acid, sodium salt",C26H45NO7S,[M+Na],538.2808784,212.67
06:0 PG,C18H35O10P,[M+Na],465.1859944,206.07
08:0 PG,C22H43O10P,[M+Na],521.2485912,224.67
15beta-PGF1a,C20H36O5,[M+Na],379.245481,202.97
16:0 PA,C35H69O8P,[M+Na],671.4622008,266.23
16:0-16:0 (16-F) PC,C40H79NO8PF,[M+Na],774.541924,285.5
16:0-17:0 cyclo PE,C38H74NO8P,[M+Na],726.5043978,280.13
Adamantanyl Galactosyl(§) Ceramide,C36H63NO8,[M+Na],660.4445642,258.97
C12 Glucosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M+Na],666.4915118,268.73
C6(6-azido) Ceramide,C24H46N4O3,[M+Na],461.346193,222.77
C8 Galactosyl(b) Ceramide (d18:1/8:0),C32H61NO8,[M+Na],610.428915,252.2
Lyso SM (d18:1),C23H49N2O5P,[M+Na],487.3271118,230.3
N-16:0 L-Serine MeEster,C20H39NO4,[M+Na],380.2771138,199.87
N-oleoylglycine,C20H37NO3,[M+Na],362.2665496,194.67
PE(18:1(9Z)/18:1(9Z)),C41H78NO8P,[M+Na],766.5356962,285.63
Phytosphingosine Phosphocholine,C23H51N2O6P,[M+Na],505.337676,233.6
Sphinganine (d18:0),C18H39NO2,[M+Na],324.2872838,195.37
Taurocholic acid,C26H45NO7S,[M+Na],538.2808784,210.8
16:0 SM (d18:1/16:0),C39H79N2O6P,[M+Na],725.5567648,286.47
18:0-20:4 PI,C47H83O13P,[M+Na],909.5463202,302.23
18:1 Dimethyl PE,C43H82NO8P,[M+Na],794.5669946,293.9
18:1-18:0 PC,C44H86NO8P,[M+Na],810.598293,297.93
24:0 CPE (d18:1/24:0),C44H89N2O6P,[M+Na],795.6350108,300.87
4ME 16:0 PE,C45H90NO8P,[M+Na],826.6295914,301.2
C17:0 iGB3 (synthetic),C53H99NO18,[M+Na],1060.6754,328.37
C18 Lactosyl(§) Ceramide (d18:1/18:0),C48H91NO13,[M+Na],912.638228,309.83
C18(Plasm)-20:4 PC,C46H84NO7P,[M+Na],816.5877288,297.67
C24:1 Dihydroceramide (d18:0/24:1(15Z)),C42H83NO3,[M+Na],672.6264812,280.93
C32:6 fatty acid,C32H52O2,[M+Na],491.3859296,222.8
CER1 (d18:1/26:0/18:1),C62H119NO5,[M+Na],980.8979968,340.13
Dimethyl Sphingosine-1-Phosphate (d18:1),C20H42NO5P,[M+Na],430.2692656,211.7
Lyso GB3 (synthetic),C36H67NO17,[M+Na],808.4300976,274.7
N-tetradecanoyl-L-homoserine lactone,C18H33NO3,[M+Na],334.2352512,189.8
PGF1a,C20H36O5,[M+Na],379.245481,203.43
Sphingosine (d14:1),C14H29NO2,[M+Na],266.2090378,183.47
16:0 PDP PE,C45H81N2O9PS2,[M+Na],911.501303,306.2
16:0-16:0(acrylate) PC,C43H82NO10P,[M+Na],826.5568246,295.3
16:0-18:1 PA,C37H71O8P,[M+Na],697.47785,270.03
16:0-18:1 PS (POPS),C40H76NO10P,[M+Na],784.509877,283.7
17:0 PS,C40H78NO10P,[M+Na],786.5255262,289.47
17:1 Lyso PC,C25H50NO7P,[M+Na],530.3216924,231.43
18:0-18:1 PE,C41H80NO8P,[M+Na],768.5513454,288.87
18:1 Ethylene Glycol,C38H70O4,[M+Na],613.5166024,258.63
18:2 (Cis) PC (DLPC),C44H80NO8P,[M+Na],804.5513454,288.5
2-18:0 Lyso PC,C26H54NO7P,[M+Na],546.3529908,241.27
2-OG,C21H40O4,[M+Na],379.2818644,198.67
5-DOXYL Stearic acid,C22H42NO4,[M+Na],407.3005876,205.87
5-PAHSA,C34H66O4,[M+Na],561.485304,249.6
C16 Carnitine,C23H45NO4,[M+Na],422.3240614,222.63
C17 Lactosyl(§) Ceramide (d18:1/17:0),C47H89NO13,[M+Na],898.6225788,306.67
C2 Dihydroceramide (d18:0/2:0),C20H41NO3,[M+Na],366.297848,201.57
(15R)-PGE2,C20H32O5,[M+Na],375.2141826,198.2
06:0 Lyso PC,C14H30NO7P,[M+Na],378.1652004,193.93
13(S)HODE Ethanolamide,C20H37NO3,[M+Na],362.2665496,197.3
14:0 Lyso PC,C22H46NO7P,[M+Na],490.290394,228.27
1-deoxysphinganine,C18H39NO,[M+Na],308.2923688,187.6
1-desoxymethylsphingosine,C17H35NO,[M+Na],292.2610704,182.6
C16 Cyclic LPA,C19H39O5P,[M+Na],401.2427178,204
C18 Ceramide (d18:1/18:0),C36H71NO3,[M+Na],588.532586,259.1
C6 Dihydroceramide (d18:0/6:0),C24H49NO3,[M+Na],422.3604448,218.07
Nordeoxycholic acid,C23H38O4,[M+Na],401.2662152,202
12-PAHSA,C34H66O4,[M+Na],561.485304,248.3
14:0 Diether PG,C34H71O8P,[M+Na],661.47785,268.67
16:0 Phosphatidylmethanol,C36H71O8P,[M+Na],685.47785,270.37
16:0-17:0 cyclo PC,C41H80NO8P,[M+Na],768.5513454,289.97
18:0(2R-OH) Sulfo GalCer,C42H81NO12S,[M+Na],846.537139,296.23
18:1 aminoethyl PC,C45H87N2O8P,[M+Na],837.6091916,298.7
C16 Dihydroceramide (d18:0/16:0),C34H69NO3,[M+Na],562.5169368,254.93
C17:0 GA2,C47H89NO13,[M+Na],898.6225788,307.7
C18:1 Dihydroceramide (d18:0/18:1(9Z)),C36H71NO3,[M+Na],588.532586,260.23
C24:0 Galactosyl(b)ceramide(d18:1/24:0),C48H93NO8,[M+Na],834.6793022,304.73
C24:1 Ceramide (d17:1/24:1(15Z)),C41H79NO3,[M+Na],656.5951828,276.7
Lyso GA2,C30H57NO12,[M+Na],646.3772766,252.37
13:0 Lyso PG,C19H39O9P,[M+Na],465.2223778,214.13
14:0 Lyso PA,C17H35O7P,[M+Na],405.2012494,200.87
14:0 PS,C34H66NO10P,[M+Na],702.431631,270.03
15-keto PGF2a,C20H32O5,[M+Na],375.2141826,204.03
16:0 DGS,C39H72O8,[M+Na],691.5119116,272.93
16:0 Phosphatidylbutanol,C39H77O8P,[M+Na],727.5247976,280.53
16:0-18:1 DG,C37H70O5,[M+Na],617.5115174,260.87
16:0-20:4 PE-N-20:4,C61H104NO9P,[M+Na],1048.734051,336.83
18:0 PG,C42H83O10P,[M+Na],801.5615752,295.4
18:0-18:1 PS,C42H80NO10P,[M+Na],812.5411754,290.77
18:1 Phosphatidylbutanol,C43H81O8P,[M+Na],779.556096,287.37
7a-hydroxy-3-oxo-4-cholestenoic acid,C27H42O4,[M+Na],453.2975136,202.97
C17-02:0 PC,C27H56NO7P,[M+Na],560.36864,246.67
C18 LPA,C21H45O6P,[M+Na],447.2845804,214.67
C24 Ceramide (d18:1/24:0),C42H83NO3,[M+Na],672.6264812,278.47
Glucosyl stigmasterol,C35H58O6,[M+Na],597.4125372,272.87
04:0 PC,C16H32NO8P,[M+Na],420.1757646,200.53
10:0 DG,C23H44O5,[M+Na],423.3080778,217.87
14(15) EET,C20H32O3,[M+Na],343.2243526,185.13
17:0 PG,C40H79O10P,[M+Na],773.5302768,289.9
18:0 Lyso PS,C24H48NO9P,[M+Na],548.2958732,234.23
26:0 Lyso PC,C34H70NO7P,[M+Na],658.4781844,270.73
"3b,7a-DiOH-d2 Chol Acid",C27H42D2O4,[M+Na],457.3255136,213.13
Azido sphingosine (d14:1),C14H28N4O2,[M+Na],307.2104352,174.87
C18:1 anandamide,C20H39NO2,[M+Na],348.2872838,193.23
Chenodeoxycholic acid,C24H40O4,[M+Na],415.2818644,198.83
Glycohyodeoxycholic acid,C26H43NO5,[M+Na],472.3033272,206.5
NDT-C11,C47H90O19,[M+Na],981.5968194,324.1
PC(14:1(9Z)/14:1(9Z)),C36H68NO8P,[M+Na],696.4574502,269.07
PC(18:1(9E)/18:1(9E)),C44H84NO8P,[M+Na],808.5826438,296.53
18:1 Lactosyl PE,C53H100NO18P,[M+Na],1092.656987,325.7
27-hydroxy cholestenone,C27H44O2,[M+Na],423.3233328,210.67
"3a,6a,7a,12a-tetrahydroxy bile acid (THBA)",C24H40O6,[M+Na],447.2716944,197.7
4ME 16:0 Diether PC,C48H100NO6P,[M+Na],840.7180074,305.57
"7a,24(S)-dihydroxy-4-cholesten-3-one",C27H44O3,[M+Na],439.3182478,238.1
C14 dihydroceramide (d18:0/14:0),C32H65NO3,[M+Na],534.4856384,248.03
C18:1 Galactosyl(b) Ceramide (d18:1/18:1(9Z)),C42H79NO8,[M+Na],748.5697578,281.83
"C24:1 Ceramide (d18:2(4E,8Z)/24:1(15Z))",C42H79NO3,[M+Na],668.5951828,275.13
D-ribo-phytosphingosine  (C17 base),C17H37NO3,[M+Na],326.2665496,198.73
N-C16-deoxysphingosine,C34H67NO2,[M+Na],544.5063726,252.17
Sphinganine-1-Phosphate (d20:0),C20H44NO5P,[M+Na],432.2849148,215.57
08:0 PE,C21H42NO8P,[M+Na],490.2540106,226.03
16:0 Dimethyl PE,C39H78NO8P,[M+Na],742.5356962,286.1
16:0 Ptd Thioethanol,C37H73O8PS,[M+Na],731.4655712,278.27
17:0(2S-OH) Ceramide,C35H69NO4,[M+Na],590.5118518,257.43
18:0 aminoethyl PC,C45H91N2O8P,[M+Na],841.64049,303.67
24:0(2S-OH) Ceramide,C42H83NO4,[M+Na],688.6213962,280.17
24:1(2R-OH) Ceramide,C42H81NO4,[M+Na],686.605747,281.23
"3b,7a,24S-trihydroxy-5-cholestenoic acid",C27H44O5,[M+Na],471.3080778,214.57
4ME 16:0 PS,C46H90NO10P,[M+Na],870.6194214,304.03
7-keto-27-hydroxycholesterol,C27H44O3,[M+Na],439.3182478,210.77
Atheronal B,C27H46O3,[M+Na],441.333897,226.77
C17:0 anandamide phosphate,C19H40NO5P,[M+Na],416.2536164,207.83
Glycochenodeoxycholic acid,C26H43NO5,[M+Na],472.3033272,203.07
N-24:0 Phytosphingosine,C42H85NO4,[M+Na],690.6370454,283.73
N-C16-desoxymethylsphinganine,C33H67NO2,[M+Na],532.5063726,246.93
PGE1,C20H34O5,[M+Na],377.2298318,196.93
06:0 SM (d18:1/6:0),C29H59N2O6P,[M+Na],585.4002728,255.4
"12:0 N-Biotinyl fatty acid, NHS",C26H42N4O6S,[M+Na],561.2717116,227.53
14:0-14:0(COOH) PC,C36H70NO10P,[M+Na],730.4629294,275.67
17:0 SM (d18:1/17:0),C40H81N2O6P,[M+Na],739.572414,289.7
18:1 Glutaryl PE,C46H84NO11P,[M+Na],880.5673888,300.97
18:1 SM (d18:1/18:1(9Z)),C41H81N2O6P,[M+Na],751.572414,288.07
18:1(2S-OH) Ceramide,C36H69NO4,[M+Na],602.5118518,258.23
"4E,14Z-Sphingadiene",C18H35NO2,[M+Na],320.2559854,184.07
C16 Lactosyl(b) Ceramide  (d18:1/16:0),C46H87NO13,[M+Na],884.6069296,304.47
C24:1 Mono-sulfo galactosyl (alpha) ceramide (d18:1/24:1),C48H91NO11S,[M+Na],912.62047,308.43
D-threo-PPMP,C29H50N2O3,[M+Na],497.3713434,225.77
N-16:0 Phytosphingosine,C34H69NO4,[M+Na],578.5118518,258.6
N-dodecanoyl-L-homoserine lactone,C16H29NO3,[M+Na],306.2039528,182.9
N-palmitoylglycine,C18H35NO3,[M+Na],336.2509004,189.4
Sphinganine-1-Phosphate (d18:0),C18H40NO5P,[M+Na],404.2536164,209.7
07:0 PC (DHPC),C22H44NO8P,[M+Na],504.2696598,229.23
08:0 DG,C19H36O5,[M+Na],367.245481,206.5
10:0 PG,C26H51O10P,[M+Na],577.311188,241.47
12:0 PA,C27H53O8P,[M+Na],559.3370072,239.73
16:0 Phosphatidylethanol,C37H73O8P,[M+Na],699.4934992,273.23
18:0 PE,C41H82NO8P,[M+Na],770.5669946,291.27
18:1 stigmasteryl glucose,C53H90O7,[M+Na],861.6578394,326.2
18:1-2:0 DG,C23H42O5,[M+Na],421.2924286,207.33
3-oxo chenodeoxycholic acid,C24H38O4,[M+Na],413.2662152,192.23
"7?,27-dihydroxy-4-cholesten-3-one",C27H44O3,[M+Na],439.3182478,201.63
C12 Mono-Sulfo Galactosyl(§) Ceramide  (d18:1/12:0),C36H69NO11S,[M+Na],746.4483288,278.8
C16 Ceramide (d18:1/16:0),C34H67NO3,[M+Na],560.5012876,252.5
C18(Plasm)-22:6 PC,C48H84NO7P,[M+Na],840.5877288,300.23
C20 Ceramide (d18:1/20:0),C38H75NO3,[M+Na],616.5638844,265.37
cholestenone,C27H44O,[M+Na],407.3284178,238.43
N-C12-deoxysphingosine,C30H59NO2,[M+Na],488.4437758,238.4
trihydroxycholestanoic acid,C27H46O5,[M+Na],473.323727,206.93
12:0(2S-OH) Ceramide,C30H59NO4,[M+Na],520.4336058,242.27
12-ketochenodeoxycholic acid,C24H38O5,[M+Na],429.2611302,206.9
14:0 PA,C31H61O8P,[M+Na],615.399604,253.23
16:0 Lyso PS,C22H44NO9P,[M+Na],520.2645748,227.53
16:0-09:0 (ALDO) PC,C33H64NO9P,[M+Na],672.4210668,264.77
17:0 PE,C39H78NO8P,[M+Na],742.5356962,285.3
18:1(n10)-16:0 PC,C42H82NO8P,[M+Na],782.5669946,292.83
"3a,6b,7a,12a-tetrahydroxy bile acid (THBA)",C24H40O6,[M+Na],447.2716944,199.13
3-oxo deoxycholic acid,C24H38O4,[M+Na],413.2662152,191.8
"5b,6b-epoxycholestanol",C27H46O2,[M+Na],425.338982,226.17
"6,7-diketolithocholic acid",C24H36O5,[M+Na],427.245481,216.53
C16-18:1 PE,C39H78NO7P,[M+Na],726.5407812,282.73
C-16Miltefosine,C21H46NO4P,[M+Na],430.305649,220.43
C18:1 Lactosyl(b) Ceramide (d18:1/18:1),C48H89NO13,[M+Na],910.6225788,305.23
C18-02:0 PC,C28H58NO7P,[M+Na],574.3842892,250.17
C18-04:0 PC,C30H62NO7P,[M+Na],602.4155876,256.4
C2 Ceramide (d18:1/2:0),C20H39NO3,[M+Na],364.2821988,201.13
N-palmitoyl homocysteine (PHC),C20H39NO3S,[M+Na],396.2542708,203.47
2S-OMPT,C22H43O6PS,[M+Na],489.2410032,215.23
03:0 PC,C14H28NO8P,[M+Na],392.1444662,189.97
08:0 Lyso PC,C16H34NO7P,[M+Na],406.1964988,205.8
12-ketolithocholic acid,C24H38O4,[M+Na],413.2662152,205.2
16:0 Lyso PG,C22H45O9P,[M+Na],507.2693254,224.6
16:0-18:1 Diether PG,C40H81O8P,[M+Na],743.556096,284.27
"18:0 (9,10dibromo) PC",C44H84NO8PBr4,[M+Na],1124.255988,309.2
18:0-18:2 PG,C42H79O10P,[M+Na],797.5302768,287.1
18:1 Dodecanylamine PE,C53H101N2O9P,[M+Na],963.713651,318.53
18:1 PI,C45H83O13P,[M+Na],885.5463202,297.17
18:1(11-cis) PC,C44H84NO8P,[M+Na],808.5826438,294.37
C18:1 Lyso PAF,C26H54NO6P,[M+Na],530.3580758,233.5
C8 Ceramide-1-Phosphate (d18:1/8:0),C26H52NO6P,[M+Na],528.3424266,237.93
PGB1,C20H32O4,[M+Na],359.2192676,205.93
06:0 Lyso PA,C9H19O7P,[M+Na],293.0760558,168.3
12:0 PC (DLPC),C32H64NO8P,[M+Na],644.4261518,267.07
13:0 Lyso PE,C18H38NO7P,[M+Na],434.2277972,211.77
16:0 Lyso PC,C24H50NO7P,[M+Na],518.3216924,235.43
17:1 Lyso PE,C22H44NO7P,[M+Na],488.2747448,218.33
17:1 Lyso PG,C23H45O9P,[M+Na],519.2693254,221.83
18:1 Chol Ester,C45H78O2,[M+Na],673.5893692,287.23
22:0(2R-OH) Ceramide,C40H79NO4,[M+Na],660.5900978,274.83
3§-OH-7-oxocholenic acid,C24H36O4,[M+Na],411.250566,201.03
9-PAHSA,C34H66O4,[M+Na],561.485304,248.27
C12 Galactosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M+Na],666.4915118,266.97
C8 Galactosyl(a) Ceramide (d18:1/8:0),C32H61NO8,[M+Na],610.428915,252.4
Galactosyl Cholesterol,C33H56O6,[M+Na],571.396888,266.53
Galactosyl(b) Dimethyl Sphingosine (d18:1),C26H51NO7,[M+Na],512.355754,231.4
Tauroursodeoxycholic acid,C26H45NO6S,[M+Na],522.2859634,213.97
zymostenol,C27H46O,[M+Na],409.344067,240.27
10:0 PC,C28H56NO8P,[M+Na],588.363555,253.77
13:0 Lyso PS,C19H38NO9P,[M+Na],478.2176272,217.03
16:0 DG Galloyl,C42H72O9,[M+Na],743.5068266,278.13
18:0-14:0 PC,C40H80NO8P,[M+Na],756.5513454,290.13
"18:1 BMP (R,R)",C42H79O10P,[M+Na],797.5302768,287.03
19:0 PC,C46H92NO8P,[M+Na],840.6452406,306.97
22:0(2S-OH) Ceramide,C40H79NO4,[M+Na],660.5900978,273.97
"3§,24S-dihydroxy-5-cholestenoic acid",C27H44O4,[M+Na],455.3131628,236.1
4§-hydroxycholesterol,C27H46O2,[M+Na],425.338982,233.37
C16 Galactosyl(?) Ceramide (d18:1/16:0),C40H77NO8,[M+Na],722.5541086,279.4
CholPC,C32H58NO4P,[M+Na],574.3995442,271.9
DC-Cholesterol?HCl,C32H56N2O2,[M+Na],523.423376,263.4
DMHCA,C26H43NO2,[M+Na],424.3185822,222.57
Galactosyl(§) Sphingosine (d18:1),C24H47NO7,[M+Na],484.3244556,227.03
N-C16-deoxysphinganine,C34H69NO2,[M+Na],546.5220218,251.17
Taurodeoxycholic acid,C26H45NO6S,[M+Na],522.2859634,210.97
15:0-18:1 PC,C41H80NO8P,[M+Na],768.5513454,289
16:0 propargyl SM (d18:1-16:0),C41H79N2O6P,[M+Na],749.5567648,290.27
18:0 SM (d18:1/18:0),C41H83N2O6P,[M+Na],753.5880632,292.27
18:1 propargyl PC,C46H84NO8P,[M+Na],832.5826438,299.47
24:0 SM,C47H95N2O6P,[M+Na],837.6819584,307.93
7-keto-25-hydroxycholesterol,C27H44O3,[M+Na],439.3182478,209.4
C12 Carnitine,C19H37NO4,[M+Na],366.2614646,210.4
C20:4 anandamide (AEA),C22H37NO2,[M+Na],370.2716346,191.93
"C24:0 Ceramide (d18:2(4E,8Z)/24:0)",C42H81NO3,[M+Na],670.610832,275.67
C24:1 Galactosyl(b) Ceramide  (d18:1/24:1(15Z)),C48H91NO8,[M+Na],832.663653,301
"C6 ceramide-1,3-cyclic-phosphate (d18:1/6:0)",C24H46NO5P,[M+Na],482.300564,222
C8 L-threo-Lactosyl(§) Ceramide (d18:1/8:0),C38H71NO13,[M+Na],772.481736,276.23
Chol-C10-PC,C42H78NO5P,[M+Na],730.5509512,301.03
CoQ8,C49H74O4,[M+Na],749.5479008,274.7
Farnesyl-L-cysteine,C18H31NO2S,[M+Na],348.196759,177.7
M-BTM-C11,C50H94O24,[M+Na],1101.602693,329.27
zymosterone,C27H42O,[M+Na],405.3127686,239.23
16:0 2-PC,C40H80NO8P,[M+Na],756.5513454,289.2
16:0 Glutaryl PE,C42H80NO11P,[M+Na],828.5360904,296.93
18:0-18:1 PC,C44H86NO8P,[M+Na],810.598293,298.27
18:0-22:6 DG,C43H72O5,[M+Na],691.5271666,274.7
18:1 PE-N-16:0,C57H108NO9P,[M+Na],1004.765349,335.97
22:6 PE,C49H74NO8P,[M+Na],858.5043978,291.4
24:0(2R-OH) Ceramide,C42H83NO4,[M+Na],688.6213962,281.57
"C16 ceramide-1,3-cyclic-phosphate (d18:1/16:0)",C34H66NO5P,[M+Na],622.457056,261.87
"C16:0 Ceramide (d18:2(4E,8Z)/16:0)",C34H65NO3,[M+Na],558.4856384,249.97
C16-04:0 PC,C28H58NO7P,[M+Na],574.3842892,250.6
C18(Plasm)-18:1 PC,C44H86NO7P,[M+Na],794.603378,296.27
Hyocholic acid,C24H40O5,[M+Na],431.2767794,209.47
Lyso SM (d17:1),C22H47N2O5P,[M+Na],473.3114626,226.87
PChemsPC,C55H98NO10P,[M+Na],986.6820182,308.23
Sitoindoside I,C51H90O7,[M+Na],837.6578394,320.73
02:0 SM (d18:1/2:0),C25H51N2O6P,[M+Na],529.337676,239.03
06:0 PA,C15H29O8P,[M+Na],391.1492168,194.17
15:0-18:1 PS,C39H74NO10P,[M+Na],770.4942278,280.37
15-beta PGF2a,C20H34O5,[M+Na],377.2298318,202.57
16:0 hexynoyl PE,C43H80NO9P,[M+Na],808.5462604,295.1
17:0 Cyclic LPA,C20H39O6P,[M+Na],429.2376328,205.6
C12 Dihydroceramide (d18:0/12:0),C30H61NO3,[M+Na],506.45434,241.27
C16-Urea-Ceramide,C35H70N2O3,[M+Na],589.5278354,259.33
C2 Ceramide-1-Phosphate (d18:1/2:0),C20H40NO6P,[M+Na],444.2485314,212.13
C24:1 Glucosyl(b) Ceramide (d18:1/24:1(15Z)),C48H91NO8,[M+Na],832.663653,301.53
C24:1 Mono-Sulfo Galactosyl(b) Ceramide (d18:1/24:1),C48H91NO11S,[M+Na],912.62047,308.77
D-ribo-Phytosphingosine-1-Phosphate,C18H40NO6P,[M+Na],420.2485314,212.27
n-tetradecylphosphocholine,C19H42NO4P,[M+Na],402.2743506,213.13
PGE2,C20H32O5,[M+Na],375.2141826,196.13
RBM14C16,C30H47NO6,[M+Na],540.3295406,232.43
12:0 Lyso PC,C20H42NO7P,[M+Na],462.2590956,222.47
14:0 Lyso PG,C20H41O9P,[M+Na],479.238027,217.5
14:0-d27-14:0 PC,C36H45NO8PD27,[M+Na],727.6554844,279.87
16:0(alkyne)-18:1 PE,C39H72NO8P,[M+Na],736.4887486,277.37
17:0 Lyso PC,C25H52NO7P,[M+Na],532.3373416,239.47
18:0 Lyso PG,C24H49O9P,[M+Na],535.3006238,231.77
18:0 PS,C42H82NO10P,[M+Na],814.5568246,295.2
18:1 (?9-Cis) PC (DOPC),C44H84NO8P,[M+Na],808.5826438,295.87
18:1 PS (DOPS),C42H78NO10P,[M+Na],810.5255262,288.27
4ME 16:0 PC,C48H96NO8P,[M+Na],868.676539,310.43
C15 Ceramide (d18:1/15:0),C33H65NO3,[M+Na],546.4856384,249.23
C18(Plasm)-22:6 PE,C45H78NO7P,[M+Na],798.5407812,291.8
C18:1 Ceramide (d17:1/18:1(9Z)),C35H67NO3,[M+Na],572.5012876,256
Glyco-gamma-muricholic acid,C26H43NO6,[M+Na],488.2982422,206.87
KRN7000,C50H99NO9,[M+Na],880.7211648,314.4
N-Hexanoyl-L-homoserine lactone,C10H17NO3,[M+Na],222.1100576,158.5
"Taurochenodeoxycholic acid, sodium salt",C26H45NO6S,[M+Na],522.2859634,207.73
16:0 Dodecanoyl PE,C49H94NO11P,[M+Na],926.6456348,316.2
16:0 Monomethyl PE,C38H76NO8P,[M+Na],728.520047,280.5
16:0-(12-PAHSA) DG,C53H102O7,[M+Na],873.7517346,319.17
18:0 Diether PC,C44H92NO6P,[M+Na],784.6554106,298.83
"18:1 BMP (S,S)",C42H79O10P,[M+Na],797.5302768,286.93
20:0 Lyso PC,C28H58NO7P,[M+Na],574.3842892,249.7
2-18:1 Lyso PC,C26H52NO7P,[M+Na],544.3373416,237.77
"C12 ceramide-1,3-cyclic-phosphate (d18:1/12:0)",C30H58NO5P,[M+Na],566.3944592,247.37
C17 Ceramide (d18:1/17:0),C35H69NO3,[M+Na],574.5169368,255.47
C6-Urea-Ceramide,C25H50N2O3,[M+Na],449.3713434,228.3
C8 Ceramide (d17:1/8:0),C25H49NO3,[M+Na],434.3604448,224.4
