"","mz","rt","LungNodule_2","LungNodule_3","LungNodule_4","LungNodule_5","LungNodule_6","LungNodule_8","LungNodule_9","LungNodule_10","LungNodule_11","LungNodule_12","LungNodule_13","LungNodule_14","LungNodule_15","LungNodule_16","LungNodule_17","LungNodule_18","LungNodule_19","LungNodule_20","LungNodule_21","LungNodule_22","LungNodule_23","LungNodule_24","LungNodule_25","LungNodule_26","LungNodule_27","LungNodule_28","LungNodule_29","LungNodule_33","LungNodule_34","LungNodule_36","LungNodule_37","LungNodule_38","LungNodule_41","LungNodule_42","LungNodule_44","LungNodule_45","LungNodule_46","LungNodule_47","LungNodule_49","LungNodule_50","LungNodule_52","LungNodule_53","LungNodule_55","LungNodule_56","LungNodule_57","LungNodule_58","LungNodule_63","LungNodule_64","LungNodule_65","LungNodule_66","LungNodule_68","LungNodule_72","LungNodule_73","LungNodule_74","LungNodule_75","LungNodule_76","LungNodule_77","LungNodule_78","LungNodule_80","LungNodule_81","LungNodule_82","LungNodule_83","LungNodule_85","LungNodule_86","LungNodule_87","LungNodule_89","LungNodule_91","LungNodule_92","LungNodule_93","LungNodule_97","LungNodule_99","LungNodule_100","LungNodule_101","LungNodule_102","LungNodule_103","LungNodule_105","LungNodule_106","LungNodule_107","LungNodule_108","LungNodule_109_2","LungNodule_110","LungNodule_111","LungNodule_112","LungNodule_113","LungNodule_114","LungNodule_115","LungNodule_116","LungNodule_117","LungNodule_118","LungNodule_119","LungNodule_121","LungNodule_122","LungNodule_124","LungNodule_125"
"group","mz","rt","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer"
"M1130.7593T144.6","1130.7593","144.6","23158","18741","12053","16250","16781","15661","13472","17762","20938","16111","16552","14088","14571","9529","7577","15671","11199","12505","10033","9872","14631","25620","19135","21601","8228","15692","16999","12321","8644","9370","19633","8414","7812","12430","20643","8479","12231","9954","18553","14304","31862","13288","53790","18910","14475","17810","9578","9331","18401","8327","11438","11194","8979","17407","13494","9991","8078","10806","6955","12365","9592","28460","9908","15866","28449","15567","5018","9406","13755","32546","14322","9821","19897","15224","27468","9842","31993","28841","18991","0","29698","18006","40108","27483","18425","23189","27589","19188","14296","22720","13367","22901","26281","25256"
"M961.1565T173.4","961.1565","173.4","17435","11639","8154","15497","12740","9949","9940","11031","13541","9815","9757","12900","10886","6102","6268","12543","7899","10664","8785","8482","16196","8839","16762","21281","7103","10106","10018","5300","6088","11261","19275","6644","6719","23070","12898","5516","14028","5948","9316","7653","14496","7212","76017","11685","9304","9757","3566","6467","9280","5656","3950","4863","0","7034","4151","5490","5494","6886","8195","15021","12469","6713","13320","9741","15618","7660","0","7151","11615","11332","6238","8631","18413","11739","18977","4676","23690","27048","12676","0","22083","9821","34075","25961","13324","15548","10249","10423","8623","13753","21445","14705","14692","15644"
"M256.1743T110.4","256.1743","110.4","23244","15800","12380","22199","13252","20934","11193","15909","13132","15822","11979","18259","17565","17797","19356","12595","14152","29240","21580","20486","24106","94961","20379","23518","29326","24836","36314","17568","395182","17018","23612","26356","32108","18441","65267","20354","43674","38657","27951","12998","42400","28748","51095","14914","21918","32547","17504","7867","19222","16526","77549","9051","100113","13822","12192","20359","13733","17288","15202","100234","10511","40306","41884","14297","12189","11912","14740","27340","16212","14514","17111","132167","89427","131007","329202","29329","31292","35865","64266","47502","21365","26572","143498","57256","30024","21053","17841","14844","30403","11562","31690","29478","38429","34804"
"M1174.7861T153","1174.7861","153","16792","13369","9644","12545","14572","12889","13109","13319","16994","13789","13344","12216","14422","8650","6535","13789","11888","12433","9329","9031","13351","22660","16547","19100","7485","11931","15134","11593","8062","7360","18983","9714","8108","14690","13516","7930","9827","8053","14654","9078","30561","11081","59385","19907","11963","15906","8463","8589","20616","7659","11465","9893","9005","16103","11514","9245","7501","10086","5488","10503","9650","23681","10805","14860","24907","12768","4925","8909","12031","24397","11686","7719","16435","14088","23040","8306","26350","23007","15368","0","26534","15448","34548","24971","17283","20080","24801","15381","10633","19875","12624","21921","24722","23859"
"M556.2783T337.8","556.2783","337.8","52526","25121","22571","20649","23192","45197","20902","13103","24740","18842","17691","35267","24494","8286","10124","15138","24447","20145","20329","11695","5466","20857","19730","34578","14403","32524","16019","16008","20743","15542","21730","31476","8763","14149","15701","10299","45470","10523","24327","13263","48999","19367","22774","17846","15557","11520","13992","8674","26946","32492","22249","19766","18648","36883","26269","15054","31123","20647","15202","16064","23196","16927","16033","17620","10002","50155","29525","8380","18633","15397","14496","44127","26437","26454","17570","42946","20091","20572","17236","0","22212","21265","20361","29436","14099","15813","26032","24474","14163","17713","16882","30272","34914","37545"
"M872.6005T139.2","872.6005","139.2","17120","9321","6496","13112","8744","6651","7203","9261","9119","7901","8624","12217","6455","9328","5953","10871","10891","9289","7386","9162","18542","7660","13142","25255","11179","11427","7549","7502","6558","14399","21547","12673","5639","24049","11088","7076","15652","5090","10150","10816","27664","5503","88450","13642","9181","12086","6527","4946","20193","3193","14907","4664","9458","6986","8630","11642","5877","8886","15706","15953","10348","4983","13499","9354","11345","5588","3354","16644","18678","10647","7949","9299","19155","12647","19756","4607","21957","28815","14052","0","24773","10508","29061","30129","10988","14727","9480","9696","9113","10729","29526","12823","15606","16530"
"M755.6009T283.2","755.6009","283.2","13489","10675","15451","16005","15502","14246","27586","13112","19864","10478","16226","15156","13279","25886","17924","19425","24090","12456","27950","25803","9673","13910","20925","18461","28006","7606","16405","19653","24493","10984","16782","32484","8472","20560","22159","14522","7793","12119","27119","41532","27135","22252","15263","33015","25038","18438","35971","11642","11016","11630","38795","21850","37774","17462","24954","21113","26914","19530","27747","24182","13012","20152","19048","17084","21659","15571","14486","18247","22847","24311","31548","13839","22007","21933","18548","18969","22172","18775","23088","0","18820","18024","13879","21908","25960","18007","11595","20680","16244","10437","31049","22549","24908","31147"
"M281.146T154.2","281.146","154.2","27898","49859","160247","15579","158188","114332","36250","39189","57803","17154","39950","101890","62794","82475","37564","77736","144325","152699","54442","49037","27226","26652","27216","15621","143472","9917","104578","147681","136212","187998","18680","118347","23768","4983","59747","9311","3126","26810","8985","224553","104263","5483","6320","11759","12930","9203","266454","48908","18026","8862","211846","62293","103769","7081","51692","125237","13026","36450","176058","25790","11544","8953","8515","10360","12117","6524","14930","18859","17530","176206","104597","3101","6521","8282","2560","6306","7008","3222","4340","2225","2373","14198","4046","11021","21301","9450","13244","7595","7173","5021","7245","5964","4309","4866"
"M1034.204T184.8","1034.204","184.8","12616","8210","6826","8772","12359","9895","10023","10272","13694","6360","10320","11911","11741","8272","7888","12783","11084","11723","8523","6128","15126","6399","17921","23644","10159","11154","10558","10726","9870","11448","16798","7005","4891","11259","18606","7648","13231","7572","14159","6945","21247","10122","45459","19604","12568","14934","6235","8110","17987","7305","6752","8148","4796","10976","8862","5524","8202","11773","5586","14507","13881","8219","14506","15412","22194","10774","2602","9787","18017","17538","11133","9008","12536","9988","17563","4722","22614","22419","15243","0","24825","13424","28115","29464","17617","20251","20700","13921","11570","17942","15890","13924","18667","20171"
"M245.0992T284.4","245.0992","284.4","48369","75354","22654","31425","44323","34526","28162","37408","80727","43018","46423","14297","26446","22071","12220","18558","14071","15729","11592","9390","7514","70364","22919","16328","12376","18532","24890","41810","16641","4618","21279","9770","16908","7308","41647","33686","15725","20560","35756","0","73030","28875","14132","26271","18995","30265","32565","19841","6552","18855","22095","22282","21038","29784","37443","52914","8777","6557","8366","4723","5658","166908","7743","34769","56625","41579","35934","21539","21010","50499","8620","6830","7481","10459","14165","15924","20038","20608","8997","0","19872","16890","18765","8677","13669","20040","42270","14679","14598","11945","0","3213","2745","2380"
"M516.3348T271.8","516.3348","271.8","20185","28018","11014","11915","16841","13668","13168","16346","30836","18734","17206","5432","11341","12527","6476","8515","12111","6065","5822","7708","4968","59029","12334","12924","7027","12817","19525","15229","5178","2967","19059","18072","10978","7960","24401","14326","10136","12170","15743","17234","23772","12207","17821","12765","7936","13232","14427","9840","20444","10642","20209","9492","13646","14591","15378","26729","4593","6025","8010","6995","7448","85372","9285","16388","27067","16766","12512","8565","10012","25865","10429","3363","11661","9737","13973","10491","16981","20781","7000","0","14350","10518","20643","6971","10762","15688","22324","10236","7921","16808","6309","19850","20216","17740"
"M694.4548T153.6","694.4548","153.6","19056","21916","11557","13131","16711","17146","17095","18826","24324","22616","16602","9936","16095","10202","7025","13522","13941","10331","8760","10765","10059","65905","15728","15665","6050","15067","20183","12852","7112","4719","18934","10627","12112","15126","21803","10325","11068","10986","19711","11618","37979","14634","47736","18648","13879","18141","9636","12390","25064","10263","13900","13454","12224","21043","15871","15635","7759","8917","6237","8872","7661","66907","10034","17652","27756","18304","11623","9613","10838","31291","10327","6971","17150","14726","26394","13074","25655","22447","22805","0","29626","16062","31896","19888","16663","21428","30093","19819","13522","20353","9191","25647","24665","22842"
"M806.5748T144","806.5748","144","24587","12707","11722","9487","16443","16584","10082","12088","10440","17134","13331","35133","22540","6071","6468","11503","9519","16633","10894","28801","25154","69969","35296","16426","15118","19021","42954","10414","10052","29369","69742","6588","16630","24352","12686","11184","20104","10060","7943","11629","10645","5866","113246","11933","9305","6601","13970","16994","11024","8612","8721","23085","5996","13220","16028","7166","11302","11287","14981","16932","26470","9939","13951","14612","17459","9122","18360","15627","10936","8104","10007","18401","18660","10322","19068","12424","27427","55388","10221","2920","33821","26713","48718","72839","28765","39292","11452","15125","19591","10143","14106","11026","18541","16510"
"M151.0482T378.6","151.0482","378.6","21211","19930","19430","18537","18269","20531","14940","9684","12763","6128","12143","12918","9219","13859","6747","5450","14181","12577","7219","3832","4279","2836","29083","5362","30714","5995","11215","16148","15517","7619","5844","29359","4955","0","6607","12292","5398","4931","6516","66569","12553","11159","0","5707","7009","7100","30330","13922","6692","16019","21934","9174","25161","5433","10484","20534","11220","7153","15632","5064","7255","10578","9318","7103","7261","10171","9656","9041","9473","12575","8135","7912","0","2517","2323","4649","3493","2018","2675","0","3018","7319","0","4475","4753","4256","5799","6213","6463","4576","2198","2989","3574","3885"
"M389.2153T228","389.2153","228","10394","16102","8755","6858","12953","14988","8644","21916","29344","34960","28847","9523","18654","13332","15014","17184","19653","13960","13192","12436","10252","80518","25319","21108","12318","27135","35832","27207","10815","7235","35965","22432","21295","18985","47590","22556","24316","22391","31518","17496","53817","25039","44936","28230","20119","26994","24317","22160","40210","20449","25111","18240","22307","28482","24188","29328","11860","14773","16600","16763","19600","120610","20361","40520","62565","46739","18857","12064","21936","58681","18918","8634","30625","27534","34836","22725","40220","55634","21844","0","39638","25608","52805","19390","23905","37228","42825","21821","17642","18592","3054","8338","6055","5294"
"M132.0999T358.8","132.0999","358.8","19503","17911","10289","11512","8722","17996","20257","185916","10116","388489","48975","32489","56866","11022","7905","4102","11900","38684","8219","6826","34970","30124","61790","29175","5145","4407","112771","6434","57463","23049","16335","5585","17888","16087","6492","64481","4493","52425","26262","31964","5064","4070","28770","6809","4223","7176","12691","1197612","11193","16446","15855","24886","7712","9986","4765","7590","8426","79717","21435","12961","20018","4058","11610","19412","4153","4089","34718","34739","6076","3977","4962","3536","5380","6067","23838","7583","8627","13926","8629","0","8926","18931","17003","26986","15221","3082","13574","16321","19347","13948","11780","10578","14662","43252"
"M946.6391T196.8","946.6391","196.8","10815","6454","5067","7977","8690","8801","7682","6890","10143","6451","8764","11285","9971","7632","7003","11698","11478","9336","8233","7524","12938","7239","11090","18424","11697","8727","8620","9709","8293","9471","12943","11381","4343","12682","13654","6871","9606","6290","13222","12504","26685","9450","42213","22111","11503","13569","8674","6061","22293","5934","12555","8696","6855","8575","9362","9170","7723","10431","11110","11819","13692","8367","15940","12577","25838","9585","3820","14926","17212","14585","9789","8539","12491","8892","16229","4350","17360","19825","11284","0","19550","10620","24756","21939","15990","16374","21258","12319","8488","15861","15823","14069","17447","16070"
"M479.3381T126","479.3381","126","21222","19639","12475","15600","16880","15640","15081","16818","19420","17241","15314","14456","19964","4352","6445","15111","5533","12499","9652","10696","14718","37341","18888","20081","6454","15940","31113","11007","5980","10704","22928","9395","142119","15789","23150","7487","9797","16590","15678","3665","5222","16408","54949","17634","15921","10691","3619","10687","10988","7425","3496","13694","5378","20698","2764","4467","8999","6976","2629","13574","13164","34954","13565","17778","23813","17758","4558","4754","10971","21810","2774","8511","21535","17569","28892","10378","31255","29787","18125","0","30041","21242","36011","25375","21753","24296","25259","20630","13684","20347","18199","21683","22418","20699"
"M947.1405T196.8","947.1405","196.8","11415","6756","5030","8457","8784","8085","8290","7377","9389","6309","8510","11508","9330","8291","6214","12157","10905","9534","7981","6343","13523","7241","12169","19358","11519","8790","8370","8818","8152","9004","14506","12307","4485","12791","13702","7927","9667","6267","13120","12951","28533","10580","43541","22567","11975","14621","8957","5735","21943","6290","12426","9232","7135","9790","8982","9921","8164","10293","11132","11628","13659","8422","14833","13119","24056","9907","3774","14978","17973","14789","9555","8694","11644","9045","15823","5135","17617","20962","11796","0","18074","10669","25328","22126","16931","16363","21384","11657","8936","15644","16653","14187","17324","17003"
"M152.0335T378.6","152.0335","378.6","20454","19059","19668","17776","18734","20423","13499","8732","11894","6374","12150","11269","8902","13837","6586","5253","13592","13245","6501","3802","4166","2758","29304","5192","28401","6157","11350","15885","14128","7989","5871","28231","4831","0","5533","11833","5041","4955","5683","63009","11779","10551","0","5141","5917","7594","29927","13087","6635","16160","21736","9532","23470","5471","11406","20125","10479","7495","15052","4834","6787","11181","8456","6817","6720","9548","9540","8917","9116","11414","7426","7040","0","2612","2203","4269","2986","2021","3454","0","2810","7662","0","3712","4370","4185","5307","6642","5526","4476","2459","3255","3323","3356"
"M506.3021T180.6","506.3021","180.6","4725","4545","4428","5149","3456","6363","5727","6379","6890","6141","5599","5382","6059","6291","5879","5502","5831","5103","6836","5247","5039","5524","5819","5897","4949","12573","18537","6036","5862","5927","5990","4590","12127","6253","6546","6034","6336","7065","7673","3566","6767","4974","6757","5988","6303","5629","3173","4536","4923","4056","5376","4223","8815","4236","4653","4317","4010","4615","4255","4814","5410","5996","4471","5669","7068","4112","4057","4224","5130","5114","4923","5539","5055","5278","18766","5554","6055","5837","5683","8986","6032","5366","5967","6741","5219","6235","6349","6479","5543","6201","6375","8259","6120","8425"
"M1012.1911T178.2","1012.1911","178.2","16635","11970","9321","14065","14786","11093","11919","12211","15075","9244","11633","14960","12676","5843","5866","14866","7435","13723","9679","9831","17812","9043","17565","23242","6767","12454","11675","6699","5927","11288","22410","5161","6092","17434","17484","5513","15379","7362","9619","5136","14728","8171","69629","12864","11005","11013","4285","6770","9411","4879","4759","5911","2490","8111","4767","3874","5429","7128","4001","14212","9840","6149","11104","9418","14170","7429","0","5971","10281","11748","6501","8813","18203","13441","24290","5876","29728","31147","14252","0","30358","12896","41657","31983","17138","20386","12342","10454","9949","14112","19975","17537","16740","18788"
"M153.0904T163.2","153.0904","163.2","6338","7884","4971","6705","5768","5160","7386","6575","7252","9522","12730","11586","6457","5831","6569","10858","8139","6038","5621","9048","7900","8138","9883","9873","4866","11067","9110","4420","4168","4962","10854","2734","8025","10715","8957","3989","10318","10872","5344","4144","3626","4655","5501","6195","5578","5315","6253","8314","10008","5027","6655","5980","6291","4337","7126","5467","4007","6090","4006","8026","4697","7447","8472","4276","3090","8799","6584","3076","10166","5116","3324","5580","8575","7854","8721","7711","9410","8400","7533","5366","7315","3824","6149","4230","5781","6639","7349","5423","4272","3924","7246","10301","6056","10024"
"M458.2946T279.6","458.2946","279.6","33636","47046","19020","19201","37033","25792","23289","24978","53006","20999","28984","8080","21036","20776","10747","14514","23354","8407","8242","7016","4180","59560","13542","11305","11607","12531","17618","25421","7668","2664","15708","26258","10228","6421","23659","15945","8497","11829","23040","15237","39420","12296","13510","17908","9669","19358","29059","9992","32353","9764","26460","12090","20581","16777","25349","43773","5588","7104","10845","5616","6998","96427","7314","19253","32532","20219","20923","13067","12897","35307","14857","3207","9843","8971","11891","10355","14941","16694","7780","0","12728","10861","17398","5886","10282","15650","28773","10004","8013","18748","5123","23880","22567","21313"
"M342.3342T334.8","342.3342","334.8","14643","12860","15199","13291","18432","14973","15222","15508","16436","16060","15190","13864","13593","17272","14537","13337","16355","14108","20423","11224","12991","17319","13280","10525","17969","11383","10690","15734","14072","13600","11403","20163","8140","11725","13274","16769","10471","12631","15715","25499","18512","12886","14660","16430","15612","17105","23712","16443","18134","13087","24990","17554","26008","16238","20548","26234","15947","18741","25114","15313","17124","16033","18215","17024","17788","14590","19931","20902","21024","26628","30281","15709","16402","12591","13704","13651","14238","14138","15101","0","16318","16055","14253","15127","19598","15838","18911","18244","15912","17462","13974","11698","15133","12893"
